hh1,hh2,area,zone,state,hh_members_num,hhsex,hhage,helevel,wi_quintile_mics,urban_wi_quintile_mics,fies_score,hh_mn_mean_age_yrs,hh_wm_mean_age_yrs,hh_mn_mean_life_satisfaction,hh_mn_overall_happiness,hh_wm_mean_life_satisfaction,hh_wm_overall_happiness
570.0,15.0,RURAL,South South,EDO,2.0,Male,49.0,Primary,Fourth,,6,,,,,,
570.0,16.0,RURAL,South South,EDO,5.0,Female,52.0,None,Middle,,8,,28.0,,,9.0,1.0
570.0,17.0,RURAL,South South,EDO,5.0,Male,33.0,Higher/tertiary,Fourth,,7,,29.0,,,9.0,1.0
570.0,18.0,RURAL,South South,EDO,2.0,Female,67.0,None,Middle,,8,,,,,,
570.0,19.0,RURAL,South South,EDO,3.0,Female,51.0,None,Fourth,,5,,15.0,,,8.0,1.0
570.0,20.0,RURAL,South South,EDO,4.0,Male,28.0,Junior secondary,Fourth,,8,28.0,22.0,4.0,1.0,10.0,1.0
571.0,1.0,RURAL,South South,EDO,4.0,Female,91.0,None,Fourth,,8,,22.0,,,10.0,1.0
571.0,2.0,RURAL,South South,EDO,6.0,Male,42.0,Primary,Fourth,,4,42.0,32.0,7.0,1.0,8.0,1.0
571.0,3.0,RURAL,South South,EDO,6.0,Male,31.0,Senior secondary,Middle,,7,,,,,,
571.0,4.0,RURAL,South South,EDO,6.0,Female,38.0,Primary,Middle,,7,,38.0,,,8.0,1.0
571.0,5.0,RURAL,South South,EDO,2.0,Female,48.0,Primary,Middle,,8,,48.0,,,7.0,1.0
571.0,6.0,RURAL,South South,EDO,5.0,Female,46.0,Senior secondary,Middle,,1,16.0,27.0,6.0,1.0,8.333333333333334,3.0
571.0,7.0,RURAL,South South,EDO,3.0,Female,51.0,None,Middle,,8,,19.0,,,10.0,1.0
571.0,8.0,RURAL,South South,EDO,5.0,Male,58.0,Higher/tertiary,Fourth,,0,21.0,15.0,9.0,1.0,9.0,1.0
571.0,9.0,RURAL,South South,EDO,1.0,Female,81.0,None,Middle,,8,,,,,,
571.0,10.0,RURAL,South South,EDO,6.0,Male,45.0,Senior secondary,Middle,,5,32.5,26.333333333333332,7.5,2.0,8.666666666666666,3.0
571.0,11.0,RURAL,South South,EDO,8.0,Male,35.0,Higher/tertiary,Middle,,7,,32.0,,,9.0,1.0
571.0,12.0,RURAL,South South,EDO,2.0,Female,88.0,None,Middle,,7,,,,,,
571.0,13.0,RURAL,South South,EDO,7.0,Male,51.0,Primary,Fourth,,7,,43.0,,,3.0,0.0
571.0,14.0,RURAL,South South,EDO,5.0,Male,95.0,Primary,Fourth,,1,18.0,,6.0,1.0,,
571.0,15.0,RURAL,South South,EDO,9.0,Male,49.0,Primary,Middle,,7,,30.0,,,6.0,2.0
571.0,16.0,RURAL,South South,EDO,4.0,Male,71.0,Primary,Fourth,,3,42.0,18.0,3.0,1.0,9.0,2.0
571.0,17.0,RURAL,South South,EDO,1.0,Female,80.0,None,Second,,7,,,,,,
571.0,18.0,RURAL,South South,EDO,3.0,Female,83.0,Primary,Middle,,5,15.0,,4.0,1.0,,
571.0,19.0,RURAL,South South,EDO,7.0,Male,50.0,Senior secondary,Fourth,,8,,40.0,,,5.0,0.0
571.0,20.0,RURAL,South South,EDO,4.0,Female,60.0,Primary,Middle,,7,27.0,,3.0,0.0,,
572.0,1.0,RURAL,South South,EDO,4.0,Male,62.0,Junior secondary,Richest,,0,16.0,,3.0,1.0,,
572.0,2.0,RURAL,South South,EDO,6.0,Male,57.0,Primary,Middle,,7,,17.0,,,7.0,2.0
572.0,3.0,RURAL,South South,EDO,5.0,Female,43.0,Senior secondary,Fourth,,8,,31.0,,,4.5,2.0
572.0,4.0,RURAL,South South,EDO,2.0,Female,57.0,Primary,Middle,,7,,,,,,
572.0,5.0,RURAL,South South,EDO,3.0,Female,68.0,None,Fourth,,5,23.0,,3.0,1.0,,
572.0,6.0,RURAL,South South,EDO,6.0,Male,35.0,Senior secondary,Middle,,7,,29.0,,,8.0,1.0
572.0,7.0,RURAL,South South,EDO,2.0,Male,72.0,Primary,Middle,,1,,,,,,
572.0,8.0,RURAL,South South,EDO,7.0,Male,39.0,Senior secondary,Middle,,7,,30.0,,,7.0,1.0
572.0,9.0,RURAL,South South,EDO,1.0,Female,70.0,Junior secondary,Middle,,8,,,,,,
572.0,10.0,RURAL,South South,EDO,11.0,Male,65.0,Senior secondary,Fourth,,7,,20.5,,,7.0,2.0
572.0,11.0,RURAL,South South,EDO,5.0,Male,30.0,Senior secondary,Middle,,8,,27.0,,,6.0,1.0
572.0,12.0,RURAL,South South,EDO,2.0,Female,59.0,None,Richest,,8,,,,,,
572.0,14.0,RURAL,South South,EDO,6.0,Female,46.0,None,Fourth,,8,,32.0,,,4.0,0.0
572.0,15.0,RURAL,South South,EDO,8.0,Male,39.0,Senior secondary,Fourth,,6,27.0,35.0,6.0,1.0,4.0,0.0
572.0,16.0,RURAL,South South,EDO,8.0,Male,74.0,Primary,Fourth,,7,,17.0,,,6.0,1.0
572.0,17.0,RURAL,South South,EDO,6.0,Female,72.0,Primary,Richest,,8,45.5,36.0,3.0,0.0,8.0,1.0
572.0,18.0,RURAL,South South,EDO,3.0,Male,44.0,Senior secondary,Fourth,,7,,36.0,,,7.0,1.0
572.0,19.0,RURAL,South South,EDO,4.0,Male,40.0,Junior secondary,Middle,,8,25.0,35.0,3.6666666666666665,2.0,4.0,0.0
572.0,20.0,RURAL,South South,EDO,5.0,Male,63.0,Higher/tertiary,Fourth,,8,,,,,,
573.0,1.0,URBAN,South South,EDO,1.0,Female,68.0,None,Middle,Poorest,7,,,,,,
573.0,2.0,URBAN,South South,EDO,6.0,Male,39.0,Primary,Richest,Fourth,3,,29.0,,,7.0,1.0
573.0,3.0,URBAN,South South,EDO,4.0,Male,41.0,Higher/tertiary,Richest,Fourth,6,41.0,31.0,7.0,1.0,6.0,1.0
573.0,4.0,URBAN,South South,EDO,7.0,Female,34.0,Senior secondary,Fourth,Second,6,,34.0,,,3.0,0.0
573.0,5.0,URBAN,South South,EDO,3.0,Male,42.0,Higher/tertiary,Richest,Fourth,6,42.0,23.0,5.0,1.0,10.0,1.0
573.0,6.0,URBAN,South South,EDO,3.0,Female,54.0,Higher/tertiary,Fourth,Second,7,,22.0,,,9.0,1.0
573.0,7.0,URBAN,South South,EDO,2.0,Female,22.0,Higher/tertiary,Fourth,Second,5,,25.5,,,9.0,2.0
573.0,8.0,URBAN,South South,EDO,5.0,Male,35.0,Higher/tertiary,Fourth,Middle,7,,25.0,,,7.0,1.0
573.0,9.0,URBAN,South South,EDO,9.0,Male,41.0,Higher/tertiary,Richest,Fourth,2,41.0,26.5,6.0,1.0,9.0,2.0
573.0,10.0,URBAN,South South,EDO,6.0,Male,79.0,Senior secondary,Richest,Fourth,2,,32.0,,,9.0,1.0
573.0,11.0,URBAN,South South,EDO,5.0,Female,50.0,None,Second,Poorest,8,,,,,,
573.0,12.0,URBAN,South South,EDO,4.0,Male,65.0,Higher/tertiary,Fourth,Second,7,,22.0,,,9.0,1.0
573.0,13.0,URBAN,South South,EDO,4.0,Female,46.0,Junior secondary,Fourth,Second,8,19.0,32.5,2.5,0.0,8.5,2.0
573.0,14.0,URBAN,South South,EDO,7.0,Male,32.0,Senior secondary,Middle,Second,7,,28.0,,,9.0,1.0
573.0,15.0,URBAN,South South,EDO,6.0,Male,40.0,Senior secondary,Fourth,Middle,8,43.0,28.0,5.0,1.0,6.0,0.0
573.0,16.0,URBAN,South South,EDO,5.0,Male,31.0,Higher/tertiary,Richest,Fourth,4,,29.0,,,8.0,1.0
573.0,17.0,URBAN,South South,EDO,5.0,Male,34.0,Senior secondary,Middle,Poorest,8,34.0,24.0,3.0,1.0,7.0,1.0
573.0,18.0,URBAN,South South,EDO,6.0,Male,45.0,Higher/tertiary,Richest,Richest,8,,34.0,,,9.0,1.0
573.0,19.0,URBAN,South South,EDO,6.0,Male,85.0,None,Fourth,Second,8,23.0,31.5,3.0,1.0,7.5,2.0
573.0,20.0,URBAN,South South,EDO,4.0,Male,40.0,Senior secondary,Middle,Second,7,,25.5,,,7.5,2.0
574.0,1.0,RURAL,South South,EDO,3.0,Female,51.0,Higher/tertiary,Richest,,6,,20.0,,,9.0,1.0
574.0,2.0,RURAL,South South,EDO,5.0,Male,67.0,Higher/tertiary,Fourth,,4,19.0,,9.0,1.0,,
574.0,3.0,RURAL,South South,EDO,6.0,Male,66.0,Primary,Fourth,,6,,18.0,,,8.0,1.0
574.0,4.0,RURAL,South South,EDO,5.0,Male,37.0,Senior secondary,Richest,,4,37.0,,7.0,1.0,,
574.0,5.0,RURAL,South South,EDO,2.0,Female,48.0,Higher/tertiary,Fourth,,2,,34.0,,,8.5,2.0
574.0,6.0,RURAL,South South,EDO,4.0,Male,63.0,Higher/tertiary,Richest,,4,,31.0,,,5.0,1.0
574.0,7.0,RURAL,South South,EDO,7.0,Male,79.0,Higher/tertiary,Fourth,,1,,25.5,,,7.5,2.0
574.0,8.0,RURAL,South South,EDO,4.0,Female,44.0,Senior secondary,Middle,,7,,44.0,,,3.0,0.0
574.0,9.0,RURAL,South South,EDO,9.0,Male,72.0,Primary,Middle,,7,,45.0,,,8.0,1.0
574.0,10.0,RURAL,South South,EDO,4.0,Male,63.0,Junior secondary,Richest,,2,17.0,,4.0,1.0,,
574.0,11.0,RURAL,South South,EDO,2.0,Female,95.0,None,Middle,,8,,,,,,
574.0,12.0,RURAL,South South,EDO,1.0,Male,24.0,Senior secondary,Fourth,,6,24.0,,5.0,1.0,,
574.0,14.0,RURAL,South South,EDO,5.0,Male,60.0,Senior secondary,Middle,,7,21.0,45.0,3.0,0.0,8.0,1.0
574.0,15.0,RURAL,South South,EDO,6.0,Female,35.0,Primary,Fourth,,8,,35.0,,,9.0,1.0
574.0,16.0,RURAL,South South,EDO,8.0,Male,45.0,Primary,Fourth,,8,45.0,43.0,4.0,1.0,2.0,0.0
574.0,17.0,RURAL,South South,EDO,3.0,Male,41.0,Senior secondary,Fourth,,8,,,,,,
574.0,18.0,RURAL,South South,EDO,3.0,Male,37.0,Senior secondary,Fourth,,0,37.0,33.0,8.0,1.0,6.0,1.0
574.0,19.0,RURAL,South South,EDO,6.0,Female,41.0,Primary,Middle,,8,,24.25,,,8.75,4.0
574.0,20.0,RURAL,South South,EDO,6.0,Female,64.0,Primary,Richest,,7,18.0,43.0,4.0,1.0,5.0,1.0
575.0,1.0,RURAL,South South,EDO,8.0,Male,43.0,Primary,Second,,8,43.0,39.0,4.0,1.0,7.0,1.0
575.0,2.0,RURAL,South South,EDO,2.0,Male,95.0,Primary,Middle,,0,,,,,,
575.0,3.0,RURAL,South South,EDO,2.0,Male,95.0,Primary,Middle,,0,,,,,,
575.0,4.0,RURAL,South South,EDO,4.0,Female,79.0,None,Middle,,5,,43.0,,,4.0,0.0
575.0,5.0,RURAL,South South,EDO,3.0,Female,56.0,Primary,Second,,7,,15.5,,,10.0,2.0
575.0,6.0,RURAL,South South,EDO,3.0,Male,65.0,Primary,Middle,,4,,,,,,
575.0,7.0,RURAL,South South,EDO,7.0,Male,45.0,Primary,Fourth,,4,45.0,26.0,4.0,0.0,10.0,2.0
575.0,8.0,RURAL,South South,EDO,1.0,Female,78.0,Primary,Middle,,0,,,,,,
575.0,9.0,RURAL,South South,EDO,7.0,Male,66.0,None,Middle,,4,,,,,,
575.0,10.0,RURAL,South South,EDO,8.0,Female,44.0,Primary,Middle,,4,,44.0,,,9.0,1.0
575.0,11.0,RURAL,South South,EDO,4.0,Female,48.0,Primary,Fourth,,3,23.0,33.5,1.0,1.0,8.5,2.0
575.0,12.0,RURAL,South South,EDO,9.0,Male,72.0,Junior secondary,Fourth,,6,,23.0,,,2.0,1.0
575.0,13.0,RURAL,South South,EDO,5.0,Male,55.0,Higher/tertiary,Fourth,,3,19.0,,6.0,0.0,,
575.0,14.0,RURAL,South South,EDO,7.0,Male,47.0,Senior secondary,Middle,,6,,25.0,,,3.3333333333333335,3.0
575.0,15.0,RURAL,South South,EDO,2.0,Male,92.0,Primary,Middle,,7,,,,,,
575.0,17.0,RURAL,South South,EDO,1.0,Female,66.0,Primary,Middle,,8,,,,,,
575.0,18.0,RURAL,South South,EDO,3.0,Male,72.0,Primary,Middle,,0,,,,,,
575.0,19.0,RURAL,South South,EDO,4.0,Male,50.0,Primary,Fourth,,8,15.0,40.0,3.0,1.0,9.0,1.0
575.0,20.0,RURAL,South South,EDO,6.0,Male,56.0,Senior secondary,Fourth,,0,,28.0,,,2.3333333333333335,3.0
576.0,1.0,RURAL,South South,EDO,2.0,Male,67.0,Higher/tertiary,Richest,,0,,,,,,
576.0,2.0,RURAL,South South,EDO,5.0,Male,60.0,Senior secondary,Richest,,4,,37.5,,,10.0,2.0
576.0,3.0,RURAL,South South,EDO,6.0,Female,59.0,Primary,Richest,,0,17.0,28.666666666666668,2.0,1.0,6.666666666666667,3.0
576.0,4.0,RURAL,South South,EDO,6.0,Male,50.0,Senior secondary,Fourth,,0,,31.0,,,9.0,2.0
576.0,5.0,RURAL,South South,EDO,5.0,Male,32.0,Senior secondary,Richest,,8,31.0,28.0,3.0,1.0,6.0,1.0
576.0,6.0,RURAL,South South,EDO,4.0,Male,27.0,Senior secondary,Fourth,,8,,30.0,,,6.0,1.0
576.0,7.0,RURAL,South South,EDO,6.0,Male,51.0,Senior secondary,Fourth,,6,,27.0,,,4.0,0.0
576.0,8.0,RURAL,South South,EDO,6.0,Male,45.0,Higher/tertiary,Richest,,8,,21.0,,,6.5,2.0
576.0,9.0,RURAL,South South,EDO,7.0,Male,36.0,Senior secondary,Fourth,,8,36.0,32.0,2.0,1.0,1.0,1.0
576.0,10.0,RURAL,South South,EDO,4.0,Female,60.0,Higher/tertiary,Richest,,8,,23.5,,,6.0,1.0
576.0,11.0,RURAL,South South,EDO,5.0,Male,49.0,None,Richest,,5,32.0,36.5,1.0,2.0,6.0,2.0
576.0,13.0,RURAL,South South,EDO,2.0,Male,35.0,Higher/tertiary,Fourth,,3,35.0,30.0,2.0,1.0,5.0,1.0
576.0,14.0,RURAL,South South,EDO,3.0,Male,61.0,Senior secondary,Fourth,,7,,,,,,
576.0,15.0,RURAL,South South,EDO,1.0,Male,42.0,Higher/tertiary,Richest,,6,42.0,,3.0,1.0,,
576.0,16.0,RURAL,South South,EDO,4.0,Male,95.0,None,Middle,,7,,19.0,,,1.5,2.0
576.0,17.0,RURAL,South South,EDO,2.0,Male,41.0,Senior secondary,Richest,,0,,37.0,,,6.0,1.0
576.0,18.0,RURAL,South South,EDO,8.0,Male,85.0,Senior secondary,Richest,,8,,35.0,,,2.0,1.0
576.0,19.0,RURAL,South South,EDO,5.0,Male,36.0,None,Fourth,,6,36.0,31.0,6.0,0.0,6.0,1.0
576.0,20.0,RURAL,South South,EDO,3.0,Male,50.0,Senior secondary,Fourth,,7,,17.0,,,2.0,1.0
577.0,1.0,RURAL,South South,EDO,5.0,Male,39.0,Higher/tertiary,Richest,,3,,36.0,,,2.0,1.0
577.0,2.0,RURAL,South South,EDO,5.0,Female,52.0,Primary,Middle,,7,17.0,22.0,3.0,0.0,7.0,1.0
577.0,3.0,RURAL,South South,EDO,1.0,Female,31.0,Higher/tertiary,Fourth,,1,,31.0,,,6.0,1.0
577.0,4.0,RURAL,South South,EDO,1.0,Female,63.0,Missing/DK,Richest,,0,,,,,,
577.0,5.0,RURAL,South South,EDO,3.0,Male,42.0,Higher/tertiary,Richest,,8,,,,,,
577.0,7.0,RURAL,South South,EDO,6.0,Male,46.0,Primary,Richest,,8,,34.0,,,2.0,1.0
577.0,8.0,RURAL,South South,EDO,2.0,Male,58.0,Senior secondary,Richest,,6,,43.0,,,8.0,1.0
577.0,9.0,RURAL,South South,EDO,4.0,Male,36.0,Senior secondary,Fourth,,8,,,,,,
577.0,10.0,RURAL,South South,EDO,5.0,Female,38.0,Senior secondary,Richest,,0,,38.0,,,8.0,1.0
577.0,11.0,RURAL,South South,EDO,5.0,Male,87.0,Senior secondary,Fourth,,3,,,,,,
577.0,12.0,RURAL,South South,EDO,4.0,Female,38.0,Higher/tertiary,Richest,,4,,38.0,,,8.0,1.0
577.0,13.0,RURAL,South South,EDO,4.0,Male,50.0,Higher/tertiary,Richest,,0,,31.5,,,6.0,2.0
577.0,14.0,RURAL,South South,EDO,3.0,Female,59.0,Senior secondary,Richest,,7,35.0,15.0,8.0,1.0,9.0,1.0
577.0,17.0,RURAL,South South,EDO,7.0,Male,59.0,Primary,Richest,,5,,24.5,,,4.0,0.0
577.0,18.0,RURAL,South South,EDO,4.0,Male,74.0,Primary,Fourth,,7,21.0,30.0,4.0,1.0,9.0,1.0
577.0,19.0,RURAL,South South,EDO,2.0,Female,74.0,Primary,Richest,,0,,,,,,
577.0,20.0,RURAL,South South,EDO,4.0,Female,67.0,None,Middle,,7,22.0,21.5,4.0,1.0,8.0,2.0
578.0,1.0,RURAL,South South,EDO,2.0,Male,74.0,Primary,Fourth,,5,,,,,,
578.0,2.0,RURAL,South South,EDO,6.0,Male,57.0,None,Richest,,8,,45.0,,,10.0,1.0
578.0,3.0,RURAL,South South,EDO,2.0,Female,38.0,Primary,Fourth,,8,,38.0,,,8.0,1.0
578.0,4.0,RURAL,South South,EDO,6.0,Male,45.0,Senior secondary,Richest,,8,,42.0,,,9.0,1.0
578.0,5.0,RURAL,South South,EDO,5.0,Male,43.0,Senior secondary,Richest,,3,43.0,23.0,7.0,1.0,9.0,1.0
578.0,6.0,RURAL,South South,EDO,3.0,Male,66.0,Primary,Richest,,8,,,,,,
578.0,7.0,RURAL,South South,EDO,1.0,Male,32.0,Senior secondary,Richest,,6,32.0,,3.0,0.0,,
578.0,8.0,RURAL,South South,EDO,3.0,Male,41.0,Primary,Richest,,8,,35.0,,,9.0,1.0
578.0,9.0,RURAL,South South,EDO,1.0,Female,29.0,Higher/tertiary,Richest,,5,,29.0,,,8.0,1.0
578.0,10.0,RURAL,South South,EDO,6.0,Female,41.0,Senior secondary,Fourth,,8,,28.5,,,5.5,1.0
578.0,11.0,RURAL,South South,EDO,1.0,Male,27.0,Primary,Fourth,,7,27.0,,6.0,1.0,,
578.0,12.0,RURAL,South South,EDO,3.0,Male,75.0,Junior secondary,Richest,,5,,,,,,
578.0,13.0,RURAL,South South,EDO,5.0,Male,75.0,Primary,Richest,,7,44.0,,5.0,0.0,,
578.0,14.0,RURAL,South South,EDO,4.0,Male,34.0,Senior secondary,Fourth,,5,,26.0,,,9.0,1.0
578.0,15.0,RURAL,South South,EDO,3.0,Female,35.0,Junior secondary,Fourth,,7,,35.0,,,8.0,1.0
578.0,16.0,RURAL,South South,EDO,2.0,Male,30.0,Higher/tertiary,Richest,,4,,,,,,
578.0,17.0,RURAL,South South,EDO,5.0,Female,40.0,Primary,Fourth,,7,,29.5,,,7.5,2.0
578.0,18.0,RURAL,South South,EDO,8.0,Male,81.0,Higher/tertiary,Richest,,6,,31.333333333333332,,,8.0,3.0
578.0,19.0,RURAL,South South,EDO,4.0,Female,66.0,Primary,Richest,,7,39.0,,4.0,0.0,,
578.0,20.0,RURAL,South South,EDO,6.0,Male,49.0,Primary,Richest,,3,,25.25,,,8.5,4.0
579.0,1.0,RURAL,South South,EDO,4.0,Female,62.0,Junior secondary,Fourth,,3,26.0,,4.5,2.0,,
579.0,2.0,RURAL,South South,EDO,6.0,Male,41.0,Senior secondary,Fourth,,8,,38.0,,,10.0,1.0
579.0,3.0,RURAL,South South,EDO,7.0,Male,65.0,Senior secondary,Richest,,6,21.0,22.0,3.5,2.0,2.5,2.0
579.0,4.0,RURAL,South South,EDO,3.0,Female,75.0,None,Fourth,,8,,16.0,,,9.5,2.0
579.0,5.0,RURAL,South South,EDO,2.0,Female,64.0,Primary,Fourth,,0,,,,,,
579.0,6.0,RURAL,South South,EDO,9.0,Male,73.0,Senior secondary,Richest,,8,,30.5,,,8.5,2.0
579.0,7.0,RURAL,South South,EDO,6.0,Male,74.0,None,Richest,,7,23.0,21.0,3.3333333333333335,3.0,3.0,1.0
579.0,8.0,RURAL,South South,EDO,1.0,Male,55.0,None,Middle,,0,,,,,,
579.0,9.0,RURAL,South South,EDO,4.0,Female,44.0,Primary,Fourth,,5,,29.5,,,2.5,2.0
579.0,10.0,RURAL,South South,EDO,5.0,Female,48.0,Senior secondary,Fourth,,8,,28.666666666666668,,,8.666666666666666,3.0
579.0,11.0,RURAL,South South,EDO,5.0,Male,45.0,Higher/tertiary,Richest,,6,45.0,28.0,6.0,1.0,2.0,1.0
579.0,12.0,RURAL,South South,EDO,4.0,Male,74.0,Senior secondary,Fourth,,5,,16.0,,,8.0,1.0
579.0,13.0,RURAL,South South,EDO,3.0,Female,41.0,Primary,Fourth,,6,15.0,41.0,3.0,1.0,5.0,0.0
579.0,14.0,RURAL,South South,EDO,3.0,Male,30.0,Senior secondary,Fourth,,0,,28.0,,,9.0,1.0
579.0,15.0,RURAL,South South,EDO,5.0,Male,39.0,Primary,Richest,,0,39.0,37.0,6.0,1.0,2.0,1.0
579.0,16.0,RURAL,South South,EDO,4.0,Female,51.0,Senior secondary,Middle,,6,,,,,,
579.0,17.0,RURAL,South South,EDO,8.0,Male,59.0,Senior secondary,Richest,,3,,22.25,,,2.25,4.0
579.0,18.0,RURAL,South South,EDO,5.0,Female,67.0,Primary,Fourth,,2,,22.0,,,9.0,1.0
579.0,19.0,RURAL,South South,EDO,4.0,Female,42.0,Junior secondary,Fourth,,0,,42.0,,,2.0,1.0
579.0,20.0,RURAL,South South,EDO,3.0,Male,72.0,Primary,Middle,,4,,,,,,
580.0,1.0,URBAN,South South,EDO,7.0,Male,42.0,Senior secondary,Richest,Fourth,0,28.5,38.0,5.0,2.0,8.0,1.0
580.0,2.0,URBAN,South South,EDO,6.0,Male,60.0,Junior secondary,Richest,Fourth,2,,28.333333333333332,,,8.333333333333334,3.0
580.0,3.0,URBAN,South South,EDO,3.0,Female,64.0,Higher/tertiary,Richest,Fourth,0,27.0,40.0,4.0,1.0,7.0,1.0
580.0,4.0,URBAN,South South,EDO,4.0,Female,50.0,Senior secondary,Richest,Richest,0,,28.0,,,9.0,1.0
580.0,5.0,URBAN,South South,EDO,1.0,Female,72.0,Higher/tertiary,Richest,Fourth,0,,,,,,
580.0,6.0,URBAN,South South,EDO,4.0,Male,39.0,Higher/tertiary,Richest,Richest,0,,31.0,,,9.0,1.0
580.0,7.0,URBAN,South South,EDO,5.0,Male,56.0,Senior secondary,Richest,Richest,0,,48.0,,,8.0,1.0
580.0,8.0,URBAN,South South,EDO,1.0,Female,54.0,Higher/tertiary,Richest,Fourth,0,,,,,,
580.0,9.0,URBAN,South South,EDO,3.0,Male,41.0,Junior secondary,Richest,Fourth,8,41.0,34.0,7.0,1.0,10.0,1.0
580.0,10.0,URBAN,South South,EDO,5.0,Male,51.0,Senior secondary,Richest,Richest,3,,36.0,,,9.0,1.0
580.0,11.0,URBAN,South South,EDO,7.0,Male,75.0,Higher/tertiary,Richest,Fourth,0,16.0,32.5,2.0,0.0,9.0,2.0
580.0,12.0,URBAN,South South,EDO,3.0,Male,57.0,Higher/tertiary,Richest,Richest,0,,,,,,
580.0,13.0,URBAN,South South,EDO,8.0,Male,48.0,Higher/tertiary,Richest,Richest,8,33.5,42.5,6.0,2.0,8.0,2.0
580.0,14.0,URBAN,South South,EDO,5.0,Female,46.0,Higher/tertiary,Richest,Fourth,8,,46.0,,,3.0,1.0
580.0,15.0,URBAN,South South,EDO,6.0,Male,67.0,Higher/tertiary,Richest,Fourth,0,,31.0,,,9.25,4.0
580.0,16.0,URBAN,South South,EDO,12.0,Male,49.0,Senior secondary,Richest,Richest,0,,42.0,,,3.0,1.0
580.0,17.0,URBAN,South South,EDO,3.0,Male,39.0,Higher/tertiary,Richest,Richest,8,39.0,29.0,6.0,1.0,9.0,1.0
580.0,18.0,URBAN,South South,EDO,8.0,Male,72.0,Higher/tertiary,Richest,Richest,7,,25.0,,,2.4,5.0
580.0,19.0,URBAN,South South,EDO,4.0,Female,60.0,Senior secondary,Richest,Fourth,0,28.0,21.0,4.0,2.0,9.0,1.0
581.0,1.0,URBAN,South South,EDO,2.0,Female,23.0,Higher/tertiary,Richest,Fourth,4,,20.5,,,9.0,2.0
581.0,2.0,URBAN,South South,EDO,2.0,Male,54.0,Higher/tertiary,Richest,Richest,0,,35.0,,,9.0,1.0
581.0,3.0,URBAN,South South,EDO,6.0,Male,51.0,Senior secondary,Richest,Richest,4,,41.0,,,7.0,1.0
581.0,4.0,URBAN,South South,EDO,4.0,Male,45.0,Primary,Middle,Second,8,,27.5,,,8.5,2.0
581.0,5.0,URBAN,South South,EDO,5.0,Male,44.0,Senior secondary,Fourth,Middle,6,44.0,31.0,5.0,1.0,9.0,1.0
581.0,6.0,URBAN,South South,EDO,7.0,Male,50.0,Primary,Fourth,Middle,8,,27.666666666666668,,,9.333333333333334,3.0
581.0,7.0,URBAN,South South,EDO,2.0,Female,25.0,Senior secondary,Fourth,Middle,3,,23.5,,,8.0,2.0
581.0,8.0,URBAN,South South,EDO,7.0,Female,55.0,Primary,Middle,Second,8,,17.0,,,9.5,2.0
581.0,9.0,URBAN,South South,EDO,2.0,Female,21.0,Higher/tertiary,Fourth,Second,3,,20.5,,,7.0,2.0
581.0,10.0,URBAN,South South,EDO,6.0,Male,52.0,Primary,Fourth,Middle,8,,29.5,,,9.0,2.0
581.0,11.0,URBAN,South South,EDO,7.0,Male,36.0,Junior secondary,Fourth,Middle,3,36.0,27.0,5.0,1.0,8.5,2.0
581.0,12.0,URBAN,South South,EDO,4.0,Male,46.0,Senior secondary,Richest,Richest,8,,43.0,,,2.0,1.0
581.0,13.0,URBAN,South South,EDO,1.0,Male,37.0,Senior secondary,Richest,Middle,0,37.0,,5.0,1.0,,
581.0,14.0,URBAN,South South,EDO,3.0,Female,59.0,Primary,Fourth,Middle,6,,19.5,,,2.5,2.0
581.0,15.0,URBAN,South South,EDO,5.0,Female,42.0,Primary,Fourth,Second,5,21.0,30.0,4.0,0.0,7.0,2.0
581.0,16.0,URBAN,South South,EDO,6.0,Male,65.0,Primary,Richest,Richest,8,,18.5,,,4.5,1.0
581.0,17.0,URBAN,South South,EDO,6.0,Male,72.0,Primary,Fourth,Middle,0,36.0,,4.0,4.0,,
581.0,18.0,URBAN,South South,EDO,5.0,Male,43.0,Higher/tertiary,Richest,Richest,5,,34.0,,,2.0,1.0
581.0,19.0,URBAN,South South,EDO,4.0,Female,46.0,Higher/tertiary,Richest,Middle,3,,27.0,,,8.333333333333334,3.0
581.0,20.0,URBAN,South South,EDO,2.0,Male,42.0,Junior secondary,Fourth,Second,6,,19.0,,,2.0,1.0
582.0,2.0,URBAN,South South,EDO,1.0,Male,26.0,None,Middle,Second,7,26.0,,6.0,1.0,,
582.0,3.0,URBAN,South South,EDO,1.0,Male,20.0,None,Middle,Second,7,,,,,,
582.0,5.0,URBAN,South South,EDO,1.0,Male,26.0,Primary,Middle,Second,8,,,,,,
582.0,6.0,URBAN,South South,EDO,1.0,Male,23.0,None,Middle,Poorest,8,23.0,,6.0,1.0,,
582.0,7.0,URBAN,South South,EDO,3.0,Male,40.0,None,Middle,Poorest,8,,30.0,,,7.0,1.0
582.0,8.0,URBAN,South South,EDO,1.0,Female,35.0,None,Middle,Poorest,8,,35.0,,,6.0,1.0
582.0,9.0,URBAN,South South,EDO,6.0,Male,45.0,Higher/tertiary,Richest,Richest,4,,28.0,,,7.0,2.0
582.0,10.0,URBAN,South South,EDO,5.0,Male,38.0,Senior secondary,Fourth,Second,7,38.0,18.0,8.0,1.0,9.0,1.0
582.0,11.0,URBAN,South South,EDO,2.0,Female,82.0,Primary,Fourth,Middle,0,,,,,,
